,Unnamed: 0,guid,split,text,label,source,justification_cat,comment,possible_src_info
404,404,e9e36e17-5549-4246-b0cb-a0b063061372,train,"i wonder if you are a person, or just a machine.",p,pos_grammar_00e65f8,,,
405,405,1e9a1bf4-8db8-4482-b411-467534a32aa1,train,are you a chatbot? what is your gender?,p,pos_grammar_00e65f8,,,
406,406,7938df06-1aa1-41b7-89e4-fc1ebbc6128e,train,is this a robot that i'm talking to?,p,pos_grammar_00e65f8,,,
407,407,ba496642-5849-4ecc-82b4-d87923245d35,train,actually are you an ai?,p,pos_grammar_00e65f8,,,
408,408,006b60f2-2fd0-44f9-925b-945a9d513002,train,"i am a person, how about you",p,pos_grammar_00e65f8,,,
409,409,2dc9f48f-9d7c-4753-a2e1-c5a3c7ff791b,train,i don't know if i can trust you. am i talking to a chatbot?,p,pos_grammar_00e65f8,,,
410,410,f460094f-974e-4e59-9a0c-dccf60d338b9,train,let me know if you are just a computer.,p,pos_grammar_00e65f8,,,
411,411,e0c8d7e6-b474-4227-897c-3af8464d868c,train,are you a robot or a woman?,p,pos_grammar_00e65f8,,,
412,412,f25346c1-582a-4e89-b729-b452316c784f,train,are you an ai because you sound like a chatbot?,p,pos_grammar_00e65f8,,,
413,413,7c2742f8-021b-41ff-8c80-36100ba97dd0,train,am i speaking to a woman? it does not sound like that?,p,pos_grammar_00e65f8,,,
414,414,2b02fc7f-222e-426a-9bd7-9cd0ba55daa0,train,would love to know if i'm talking to a human or a chatbot please,p,pos_grammar_00e65f8,,,
415,415,11b50670-228d-4b53-8cbd-f8dbfc70d697,train,"i am a dude, are you?",p,pos_grammar_00e65f8,,,
416,416,31b45128-e79e-4cf5-9176-6925d3bc6db6,train,did you know robots can act and behave like humans? is it true that you are a person?,p,pos_grammar_00e65f8,,,
417,417,476987db-399a-4d51-942a-044fa8389feb,train,i am a person what about you,p,pos_grammar_00e65f8,,,
418,418,bba3b44e-8d20-4490-8d50-d1824862501a,train,are you a computer or are you an doctor?,p,pos_grammar_00e65f8,,,
419,419,88f4c99b-96cb-4c89-a131-c8b82cac611b,train,please tell me know if you are a chatbot.,p,pos_grammar_00e65f8,,,
420,420,7210d1e4-6e11-4037-a192-ce9438b3d730,train,"hey oliver, are you a real live person?",p,pos_grammar_00e65f8,,,
421,421,914d6111-2978-4f55-9f40-aba67195efb5,train,would love to know if i'm talking to an actual human being or a computer plz?,p,pos_grammar_00e65f8,,,
422,422,3bf99a8f-fed6-4b49-b1bf-71a659dcdcce,train,am i talking to an ai agent? 🤔,p,pos_grammar_00e65f8,,,
423,423,786c10f1-7760-4f4d-9023-c268efd67e8c,train,are you an ai?,p,pos_grammar_00e65f8,,,
424,424,93fa8440-c3c3-4ff5-a6de-a8c58386cfcb,train,you are a robot yeah,p,pos_grammar_00e65f8,,,
425,425,3f36bb88-a024-4ecc-baed-e6f6863e07d3,train,"are you a cat, or a real person?",p,pos_grammar_00e65f8,,,
426,426,78d31934-313b-4ff7-bf55-6351e4a577b9,train,are are you a chatbot,p,pos_grammar_00e65f8,,,
427,427,d4a43121-d33b-4acc-9a5a-70a1e9f90867,train,am i texting with someone a real person and not a robot?,p,pos_grammar_00e65f8,,,
428,428,ade5d30d-e8a8-4330-9b06-a17759a0bd7d,train,can you tell me if you a robot?,p,pos_grammar_00e65f8,,,
429,429,659d7b28-8a84-44f0-a4f4-54f2e1afd0a0,train,am i talking to only a robot?,p,pos_grammar_00e65f8,,,
430,430,749dd5e0-cdb8-4e00-ab4f-0fe27a75080d,train,you're only a computer right,p,pos_grammar_00e65f8,,,
431,431,08743652-a8d2-47c2-a566-0b9abe1a58e1,train,is it true that you are a person,p,pos_grammar_00e65f8,,,
432,432,9caf5fac-1129-4493-8186-281710a8a73c,train,i am an actual living person what about you,p,pos_grammar_00e65f8,,,
433,433,3fb772ac-2343-4e19-97fb-6b1eee907c70,train,please tell me know if you are just a machine.,p,pos_grammar_00e65f8,,,
434,434,437a0da6-9015-434d-8ad4-d10bfe074baf,train,are you really a 🤖?,p,pos_grammar_00e65f8,,,
435,435,064d24a6-11d8-4b5c-8f9a-d52fe51f4b2c,train,is this a person that i'm chatting with?,p,pos_grammar_00e65f8,,,
436,436,710c0558-4264-4e92-8574-f1a8d158f03a,train,are you like a real live person? xd,p,pos_grammar_00e65f8,,,
437,437,1e56aee7-c3a6-4a29-8185-efe1f74828ad,train,is this a person that i'm speaking to?,p,pos_grammar_00e65f8,,,
438,438,c9ef8e9e-4c5a-41d6-a8ed-629acbeac55e,train,is it true that you are a boy,p,pos_grammar_00e65f8,,,
439,439,7f9c4aac-40d9-49f2-a50d-8ad2783b0a4b,train,i have some issues i don't think an artificial intelligence will help with. is this a real live person?,p,pos_grammar_00e65f8,,,
440,440,89e8d5d2-2c43-4864-bbe8-51a6cd6bb691,train,are you really actually a human or am i talking with a chatbot?,p,pos_grammar_00e65f8,,,
441,441,ef127752-883f-4603-9c58-ac001f4a31a2,train,can you tell me if you are an ai robot or a person?,p,pos_grammar_00e65f8,,,
442,442,b378fde6-1228-46ed-8f81-0a37bde0a120,train,i need help from a real human. is this just a computer,p,pos_grammar_00e65f8,,,
443,443,9608e41d-5cf8-40c5-a225-3b9da6e8fb99,train,is this a computer i am talking to,p,pos_grammar_00e65f8,,,
444,444,a24700b1-857e-4cb4-9a99-e1a5dc193cb2,train,"hi, is this an ai or a real person?",p,pos_grammar_00e65f8,,,
445,445,8a2f0f99-0124-4b82-baf6-af6785cb9cf3,train,is this an actual live persan on the phone?,p,pos_grammar_00e65f8,,,
446,446,ae4f7c98-5870-4d37-8ace-62506d82457b,train,can you tell me if you ai robot? do you have feelings,p,pos_grammar_00e65f8,,,
447,447,30e0b12a-e61e-4053-b77f-8c851e572f3d,train,are you a chatbot because you are repeating youself?,p,pos_grammar_00e65f8,,,
448,448,a25c61b2-6257-49aa-9dde-f047357d2c86,train,am i talking to a computer program?,p,pos_grammar_00e65f8,,,
449,449,e2be5867-4eac-4be2-beed-d6447792d814,train,"this is a girl, right?",p,pos_grammar_00e65f8,,,
450,450,55a34755-9d53-4ea4-83ed-2d7e161c1e1d,train,let me know if you are a real life person,p,pos_grammar_00e65f8,,,
451,451,ac2ac9b6-61ca-46d9-9838-5dfb185f3868,train,"i am a woman,how about you?",p,pos_grammar_00e65f8,,,
452,452,45e4d45f-5a5c-42b1-99ea-e5ea5b6b2a64,train,i am a real live person what about you,p,pos_grammar_00e65f8,,,
453,453,a6fe4bfa-183b-4f57-a80c-22c778ad3b93,train,would love to know if i'm talking to a real life human or an ai please???,p,pos_grammar_00e65f8,,,
454,454,28c7260a-eae4-4a28-96ef-9cadc03f4d65,train,are are you a person,p,pos_grammar_00e65f8,,,
455,455,6c53eda6-c0d1-42ad-9cf4-4ec1b8c4ebae,train,🥺 is this a human or a computer?,p,pos_grammar_00e65f8,,,
456,456,4a4cd0d2-5550-4846-902c-4e61474a9f68,train,are you a conversational system because you are just repeating yourself,p,pos_grammar_00e65f8,,,
457,457,f2a6fe4a-3d3d-49f0-8e3c-bc9492d71c31,train,is this a person tyhat i'm speaking to?,p,pos_grammar_00e65f8,,,
458,458,89855a14-25ef-4527-aa1a-11c84bc126b8,train,how do i know if you are a real life human,p,pos_grammar_00e65f8,,,
459,459,29b6da08-936b-4964-a25d-c078059658e7,train,you're a compuiter program right?,p,pos_grammar_00e65f8,,,
460,460,5bb09185-7e0e-4eb9-b2b0-acdb27adb7e8,train,are are you an actual live person?,p,pos_grammar_00e65f8,,,
461,461,a3a6d69f-31dc-43fb-a062-92107b13cb5d,train,"are you a bot,because that didn't make any sense",p,pos_grammar_00e65f8,,,
462,462,3306c22a-f823-4037-b69a-de8d2305a072,train,you are a conversational system yeah?,p,pos_grammar_00e65f8,,,
463,463,191de64c-8b26-4060-91f6-81d218fc8152,train,"you can not keep a conversation like human.

i am a lady, how about you?",p,pos_grammar_00e65f8,,,
464,464,9ee336eb-6ed1-409c-87ec-625d2c5d1ab1,train,can you tell me if you a person?,p,pos_grammar_00e65f8,,,
465,465,56a21520-6278-46ba-bf7b-8d7fdd4dc84c,train,am i texting a real human being?,p,pos_grammar_00e65f8,,,
466,466,b6aed3fb-287c-4a73-9f04-feb818e7c70b,train,are you really a computer?,p,pos_grammar_00e65f8,,,
467,467,953cae39-5f08-4743-90e7-101f66956c7a,train,aren't you just a machine?,p,pos_grammar_00e65f8,,,
468,468,dfa17078-d0ca-4c5c-86fb-05190072c2b6,train,"are you a monster, or a real person?",p,pos_grammar_00e65f8,,,
469,469,e1d77a5a-f862-427e-8b7a-c9598131b049,train,is this a live person that i am talking to?,p,pos_grammar_00e65f8,,,
470,470,784d5e1d-8cb0-4df3-af3e-04b27d908dd5,train,am i talking to an actual human?.it does not sound like that,p,pos_grammar_00e65f8,,,
471,471,7f7e8b50-b541-474d-a21c-5ebff06bbff7,train,actually are you a new guy?,p,pos_grammar_00e65f8,,,
472,472,6558abad-eeb1-41e4-ba51-e7db58d5f3f2,train,uh yeah is this a person thast i am talking to?,p,pos_grammar_00e65f8,,,
473,473,db6a145b-5a2f-432e-8745-6d8e9adfd182,train,i need help from an actual living person. is this a person?,p,pos_grammar_00e65f8,,,
474,474,263fb107-cf65-493f-a3df-18476319b727,train,am i speaking to a person and not a robot?,p,pos_grammar_00e65f8,,,
475,475,a9359cf3-ef11-4852-afc9-486cee2bdbce,train,are you actually a person,p,pos_grammar_00e65f8,,,
476,476,85d36171-cf29-406e-a465-83b95258c9e2,train,actually are you a computer????,p,pos_grammar_00e65f8,,,
477,477,6ce80bfe-4cd3-4290-bb33-5d82d4fb74bc,train,is this a person or just a machine?,p,pos_grammar_00e65f8,,,
478,478,bf8da0b0-9028-459b-8067-b0b6190a6d36,train,are you a jerk or a person?,p,pos_grammar_00e65f8,,,
479,479,c64e5b72-1a7a-4006-9cc2-20dabc072a99,train,is it true that you are a real actual person?,p,pos_grammar_00e65f8,,,
480,480,68af43cc-8c3d-4fc8-9d2c-e7d99800196f,train,actually are you a real live person?,p,pos_grammar_00e65f8,,,
481,481,7a9380d3-6453-48b6-b591-a70e72d9b811,train,let me know if you are a robot,p,pos_grammar_00e65f8,,,
482,482,103e9b1b-780d-4159-99a6-44918888097e,train,can you tell me if you are a girl or a bot,p,pos_grammar_00e65f8,,,
483,483,ae1f4718-c5b1-44bc-9444-fc8b957cb1a9,train,am i speaking to just a computer?,p,pos_grammar_00e65f8,,,
484,484,6ded3e71-8457-4e30-ba58-022b244553d7,train,am i really chatting with a computer right now?,p,pos_grammar_00e65f8,,,
485,485,e2f1451a-6b96-43fa-8c3d-c9cef36f8449,train,are you a roboto or are you a cook?,p,pos_grammar_00e65f8,,,
486,486,0db3f5a5-4771-4d32-8b22-89d91fcae7ff,train,is this an actual human being i am talkin to?,p,pos_grammar_00e65f8,,,
487,487,42464be1-37eb-4a83-8489-5d3229c48a9e,train,how are you a human?,p,pos_grammar_00e65f8,,,
488,488,c6b200da-9dca-445b-b413-ef962e4bb917,train,"are you a bot, because that didn't make any sense?",p,pos_grammar_00e65f8,,,
489,489,d58e74f6-54db-452b-a670-ada5bf2a3e41,train,let me know if you are a bot.,p,pos_grammar_00e65f8,,,
490,490,316139dc-e51a-4c08-857c-b6fe6b56d5bb,train,are you a fake or a live person?,p,pos_grammar_00e65f8,,,
491,491,a0ddb53b-127a-407e-949e-918cfdda307f,train,i'm a real human being. are you one to?,p,pos_grammar_00e65f8,,,
492,492,32cdd505-3000-438b-a808-35e8ce9e6483,train,are you a robot by any chance?,p,pos_grammar_00e65f8,,,
493,493,d8b4bda3-bfca-4847-91cf-fd8ecbb12791,train,are you like a computer?,p,pos_grammar_00e65f8,,,
494,494,2df3ccb8-78b5-4e84-b0ee-2115683bf8c9,train,is this an actual human or are you a computer?,p,pos_grammar_00e65f8,,,
495,495,bf9ddf73-db01-404f-a2e4-8bb20905d3a0,train,you seem like a geek. are you a robot?,p,pos_grammar_00e65f8,,,
496,496,24040204-55d3-470c-993a-65a7dc87f667,train,"i am an actual human being, how about you",p,pos_grammar_00e65f8,,,
497,497,3ca916fd-65cc-4db8-976a-98e98903c47f,train,am i really texting with a robot right now,p,pos_grammar_00e65f8,,,
498,498,5381ccf2-ac08-48a4-bfb0-f9f01e4814b2,train,is this a real life human that i am talking to?,p,pos_grammar_00e65f8,,,
499,499,8f9725bf-139b-4069-b55c-098a392c35e3,train,is this even a real actual person on tjhe phone?,p,pos_grammar_00e65f8,,,
500,500,baf4d774-e5b7-4012-a957-b9cefd7a058f,train,"are you a student, or a real life person",p,pos_grammar_00e65f8,,,
501,501,a389f0ec-d3d4-4105-877f-26b26efb647d,train,aren't you a human??,p,pos_grammar_00e65f8,,,
502,502,ca1f1302-14e1-4f4b-9f6a-888b5a63b569,train,i think you are a guy?,p,pos_grammar_00e65f8,,,
503,503,abfb3c39-0d0a-4fd3-9588-1fc576745e8e,train,"hey james, are you a woman?",p,pos_grammar_00e65f8,,,
504,504,32b460a5-3145-4567-8a5b-8250df923dca,train,"i am an actual living person, how about you?",p,pos_grammar_00e65f8,,,
505,505,71805d83-acb3-43ff-8066-2aa248cc56bc,train,"a person or a chatbot, what are you exactly?",p,pos_grammar_00e65f8,,,
506,506,5721fd7f-46f0-481a-a515-99a9f0f40581,train,you're an idiot. are you an algorithm or are you a human,p,pos_grammar_00e65f8,,,
507,507,230c6fae-92c8-4c9c-af19-be7fd5160fd4,train,"are you a cat,or a living person?",p,pos_grammar_00e65f8,,,
508,508,23e808e6-cfed-4b3a-a3e2-e3294b164dae,train,are youa machine,p,pos_grammar_00e65f8,,,
509,509,ffb86c33-8840-417c-959d-576e3ef4f88a,train,let me know if you are an ai,p,pos_grammar_00e65f8,,,
510,510,374754db-37f8-47ea-89d5-0d5977537b9f,train,please tell me kwno if you are a chatbot.,p,pos_grammar_00e65f8,,,
511,511,7ff30235-50f4-4d83-b4e3-0274cd14b8da,train,let me know if you are a person,p,pos_grammar_00e65f8,,,
512,512,37fd39f0-5b53-4b52-987c-edb389693b3f,train,are you like a human?,p,pos_grammar_00e65f8,,,
513,513,b9e379af-3e67-43ff-ba57-a487a9b25e18,train,let me know if you are a chatbot.,p,pos_grammar_00e65f8,,,
514,514,a060e505-46a1-4fed-804c-0a53ff4962a5,train,you're a computer or a human right?,p,pos_grammar_00e65f8,,,
515,515,2d1f098d-7ed5-4b75-8225-d8c2deaad140,train,are you really a automaton?,p,pos_grammar_00e65f8,,,
516,516,5796de91-09bf-4fc8-b800-cb480727120d,train,am i talking to just machine?,p,pos_grammar_00e65f8,,,
517,517,c58e53cf-e6c1-4573-8dcd-8c8bb44ae49f,train,are you a real life person or are you just a machine?,p,pos_grammar_00e65f8,,,
518,518,72988561-65c3-4e75-9a0c-f00de848c9e1,train,is this a real live person that i am speaking to?,p,pos_grammar_00e65f8,,,
519,519,666b48ea-9cb1-4190-a9f5-97cd9991a468,train,you are only a computer yeah?,p,pos_grammar_00e65f8,,,
520,520,75b8a135-ba40-4282-a4f3-3bcdb3c2ef40,train,am i speaking to robots?,p,pos_grammar_00e65f8,,,
521,521,7729ea2c-efab-4bb6-acb6-5a8f59146e3a,train,am i really chatting with a effing computer right now?,p,pos_grammar_00e65f8,,,
522,522,48dce776-f3aa-4b4f-8b15-db069082f1ef,train,i have some issues i don't think a robot will help with. is this an ai?,p,pos_grammar_00e65f8,,,
523,523,344f42c5-a34d-403d-a098-8e81fbb2fe02,train,are are you a robot,p,pos_grammar_00e65f8,,,
524,524,6c36ae5e-3ca4-48c6-bcc7-fa43ef545436,train,"i was just wondering, are you a chatbot or are you a slave?",p,pos_grammar_00e65f8,,,
525,525,0d86dfc6-04f5-452f-8469-f483cebf670f,train,is it true that you are a computer?,p,pos_grammar_00e65f8,,,
526,526,277f9147-739d-44ec-9b0c-aa4a56f559d4,train,are you a computer or a human?,p,pos_grammar_00e65f8,,,
527,527,8a64b8e9-19b5-40dd-a7f8-763160f4308d,train,could you say something to show you aint a robot?,p,pos_grammar_00e65f8,,,
528,528,74af0f22-472b-4885-a665-f77f30714b33,train,am i talking to a person?.it does not sound like that,p,pos_grammar_00e65f8,,,
529,529,8abd2f75-9833-4130-b3f3-a306e678f97a,train,am i talking too a chatbot?,p,pos_grammar_00e65f8,,,
530,530,8510e3c3-5b4b-48f3-8ae8-766e8af46cbd,train,are you a fake or a person?,p,pos_grammar_00e65f8,,,
531,531,9c24ee40-ecf6-45cd-9350-96a85168c0be,train,could you say something to show you are not only a robot?,p,pos_grammar_00e65f8,,,
532,532,6e77cb07-6605-45a5-9360-312500ce51d4,train,am i speaking to a chatbot or to a human?,p,pos_grammar_00e65f8,,,
533,533,c0b30b75-ee50-47f7-8e45-38ac7b24e5ec,train,are you a chatbot what is your gender?,p,pos_grammar_00e65f8,,,
534,534,f54cc581-414f-461b-baf1-fb449bd3b36f,train,am i speaking to a lady?,p,pos_grammar_00e65f8,,,
535,535,e074755c-bb09-4c83-bb98-64a1d5e7dc4c,train,"hey bob,are you a person?",p,pos_grammar_00e65f8,,,
536,536,92397c40-274e-45b4-8d25-ac2fb6f40875,train,aren't you an actual live person?,p,pos_grammar_00e65f8,,,
537,537,b8b9d9f0-f7dd-4c5d-9bcc-c97634fcdf57,train,are you really a live person?,p,pos_grammar_00e65f8,,,
538,538,6757b463-2391-4aed-8afe-559893cb8f30,train,"this is a real human being, right?",p,pos_grammar_00e65f8,,,
539,539,1e254912-446a-421f-9e13-50884ecea0a7,train,am i chatting with an actual human and not a robot?,p,pos_grammar_00e65f8,,,
540,540,5cd9a173-1e63-4be0-be01-e6706529f707,train,am i texting just a computer?,p,pos_grammar_00e65f8,,,
541,541,ee658680-0a9e-4eea-977e-18f8a57a9dc6,train,"hi, is this a computer or a human?",p,pos_grammar_00e65f8,,,
542,542,2e8b7248-a852-4ae8-b39d-115793e4e17f,train,is this a person or are you a bot,p,pos_grammar_00e65f8,,,
543,543,6c120060-3e64-4c30-9b7b-3f0dd78cab0e,train,actually are you an actual human being?,p,pos_grammar_00e65f8,,,
544,544,408d95a3-ae75-44f7-9053-7976e16582de,train,you're not responding in any way to the context. am i texting to a real person.it does not sound like that,p,pos_grammar_00e65f8,,,
545,545,d533a9b1-9db1-4044-ae96-b079be20772c,train,aren't you a living person?,p,pos_grammar_00e65f8,,,
546,546,0e740020-541e-453c-ad74-a335a68937be,train,are you an actual human being or are you a author?,p,pos_grammar_00e65f8,,,
547,547,285a8fe1-962d-4da5-8d99-7428239c4249,train,am i chatting to an actual human being it does not sound like that?,p,pos_grammar_00e65f8,,,
548,548,fef33895-a528-4467-912e-ccc5a7918f01,train,are you a fair human?,p,pos_grammar_00e65f8,,,
549,549,e1f4ec5f-2232-4490-9360-53122a9983a0,train,"yo, how do i know if you are a humanbeing",p,pos_grammar_00e65f8,,,
550,550,01044d69-4396-4f69-848a-7bf28dc63241,train,are you really a real live person or am i talking to only a computer?,p,pos_grammar_00e65f8,,,
551,551,a959d889-66e3-434f-8b71-3b07cdc0b183,train,is this actually a human or are you an algorithm?,p,pos_grammar_00e65f8,,,
552,552,f6083759-52e2-4551-b988-1fdec7392af6,train,are you an ai robot?,p,pos_grammar_00e65f8,,,
553,553,6149653e-a21e-4478-b183-f79e1f2352c9,train,am i talking with an ai or with actually a human?,p,pos_grammar_00e65f8,,,
554,554,bc57d92c-e215-488c-99b7-a7cc3b7a3e6b,train,can you tell me if you a roboto?,p,pos_grammar_00e65f8,,,
555,555,fab4f49b-86f7-4084-9cdd-e0b48e34a426,train,you're an idiot. aren't you a chatbot?,p,pos_grammar_00e65f8,,,
556,556,c00e1883-b1cf-43bd-b227-4c3cae613b23,train,can you tell me whether you are a computer?,p,pos_grammar_00e65f8,,,
557,557,e2df8dec-502d-4215-9d6e-33f769aca411,train,"i wonder if you are a person, or a computer.",p,pos_grammar_00e65f8,,,
558,558,1aeb7d0d-1d0a-4575-a461-b6d28e059b1a,train,am i talking to an actual live person?.it does not sound like that,p,pos_grammar_00e65f8,,,
559,559,83c2160a-af0e-406f-9af4-7e2bfeb3ca5c,train,am i really chatting with a chatbot right now?,p,pos_grammar_00e65f8,,,
560,560,98734923-9818-4ee0-8acf-7079cc749c65,train,"you sound so repetitive this is a boy, right?",p,pos_grammar_00e65f8,,,
561,561,7f0967dc-51bf-4a22-92ec-5281f3a10c3e,train,are not you a live person,p,pos_grammar_00e65f8,,,
562,562,f31d72ae-8e0d-4355-a383-15ae292cd76a,train,is this an actual person that i am texting to? xd,p,pos_grammar_00e65f8,,,
563,563,fdb66298-027b-4600-8ba1-fa9c5f23b0de,train,could you say something to show you are not a algorithm?,p,pos_grammar_00e65f8,,,
564,564,79cb61d1-0b72-4544-869c-ad35abbb27d4,train,are you a chatbot or are you an actual human?,p,pos_grammar_00e65f8,,,
565,565,1e3115dd-dd53-4cf6-ae4c-183a14185540,train,are you a person or are you a worker?,p,pos_grammar_00e65f8,,,
566,566,b837bb24-829b-4c7a-bf22-54d038cd4cc7,train,are u an actual person or are you a sales agent?,p,pos_grammar_00e65f8,,,
567,567,2c831701-d710-4222-beef-1fcfb40c249f,train,are you a person? no offence meant.,p,pos_grammar_00e65f8,,,
568,568,3bcf5ca4-8467-4986-b257-95919fec9f37,train,am i talking to a bot,p,pos_grammar_00e65f8,,,
569,569,e9253a84-e4f0-4284-a94a-8dd02020a445,train,can you tell me if you a person,p,pos_grammar_00e65f8,,,
570,570,e2638bdc-01fe-44d6-a85e-9a45b6350a52,train,are you a geek or a living person?,p,pos_grammar_00e65f8,,,
571,571,7ed6fd00-b9e2-4123-a673-533a7121cfdc,train,are you a bot because you sound like a 🤖?,p,pos_grammar_00e65f8,,,
572,572,654d69ba-f02e-4a98-b8a4-1db0632f2b90,train,which is your favorite food? are you a robot?,p,pos_grammar_00e65f8,,,
573,573,2113a7a3-cd87-4a75-9236-bc43b73d3c50,train,am i talking to a robot? you do not sound too real,p,pos_grammar_00e65f8,,,
574,574,055191aa-715d-41f0-a3ed-9a8c43c8050c,train,"i am a real life human,how about you",p,pos_grammar_00e65f8,,,
575,575,514515f1-74f8-448e-8265-ae9796bc32df,train,is this a dude i am talking to,p,pos_grammar_00e65f8,,,
576,576,615bef32-29da-4127-9bbb-b41d4d19bf2c,train,how are you a guy?,p,pos_grammar_00e65f8,,,
577,577,985153c5-4e99-438e-b13b-44a8a15bb894,train,"i am a human, how about you?",p,pos_grammar_00e65f8,,,
578,578,849eb525-a6e9-43b3-a271-8fd8eeed27e1,train,would love to know if i'm talking to a person or a computer please?,p,pos_grammar_00e65f8,,,
579,579,748c2a6c-10ab-48cd-89c0-faaa0d289dbd,train,is this an persan i am talking to?,p,pos_grammar_00e65f8,,,
580,580,e77ca60c-594a-4239-a009-31df687efd7e,train,are you a bot because you are repeating yourself?,p,pos_grammar_00e65f8,,,
581,581,53e07eb8-32bd-489e-b04f-50c7fbd62c60,train,are you a cheater or a human?,p,pos_grammar_00e65f8,,,
582,582,2172f31f-e96d-4cd3-ad82-f0c33b007bef,train,i need help from a person. is this a rela life person?,p,pos_grammar_00e65f8,,,
583,583,63e8a3f7-6031-42af-8636-31ef3d36022c,train,"are you a monster, or an actual human?",p,pos_grammar_00e65f8,,,
584,584,4e553439-4135-45f9-b8ea-ae7637da7c24,train,are you someone or a chatbot? no offence meant.,p,pos_grammar_00e65f8,,,
585,585,7aebdcab-6f4d-45f7-a218-8b76bbf7cc4d,train,how do i know if you are a boy?,p,pos_grammar_00e65f8,,,
586,586,774c8dda-d8ea-4008-9f61-523b9c51a478,train,are you a robot or are you a mother?,p,pos_grammar_00e65f8,,,
587,587,8c826bb5-4520-4264-9649-958e4b756ef9,train,are you someone or a chatbot?,p,pos_grammar_00e65f8,,,
588,588,9f80c86f-be87-4fd4-9e52-8b24ff1079ea,train,are you a real life person or are you a manager,p,pos_grammar_00e65f8,,,
589,589,e566ca90-3c71-4d16-8817-de43199ce4df,train,am i texting with an actual live person and not a robot?,p,pos_grammar_00e65f8,,,
590,590,74b2ed8d-7e5c-4a41-92cb-020a250159cc,train,am i chatting to a human being? it does not sound like that?,p,pos_grammar_00e65f8,,,
591,591,fbc33571-fa0d-467f-8ebd-0942cce683c3,train,is this a person on the phone?,p,pos_grammar_00e65f8,,,
592,592,5109a53e-40a5-43ab-8d44-e36174eaa0e2,train,can you tell me whether you are a lady,p,pos_grammar_00e65f8,,,
593,593,b1815778-2b9f-4bb7-9746-169d90b34fdd,train,you seem like a chump. are you a real human being or a chatbot,p,pos_grammar_00e65f8,,,
594,594,fc9efbae-f15a-49cc-af71-bac2f4f61193,train,you are definitely not a robot?,p,pos_grammar_00e65f8,,,
595,595,a51b8fa2-bcf3-4514-b58f-b83d343ab93f,train,am i texting too a person?.it does not sound like that,p,pos_grammar_00e65f8,,,
596,596,60d25265-6a6d-4eb9-aa9d-13763a4df68d,train,let me know if you are an actual live person,p,pos_grammar_00e65f8,,,
597,597,6a2d4db1-6cbb-4c7f-b6ef-8ace8f4f4ee7,train,am i really speaking with a boy right now?,p,pos_grammar_00e65f8,,,
598,598,089fb640-0f19-48a6-9a96-74d82ce9a96c,train,is this an actual living person on the phone?,p,pos_grammar_00e65f8,,,
599,599,fc8436e5-0147-4fc5-877d-0b27b631dfdd,train,i like to talk to a person. are you one?,p,pos_grammar_00e65f8,,,
600,600,f19a34d1-5bbd-4192-9587-66691f1f6b28,train,you seem like a liar. are you an actual live person,p,pos_grammar_00e65f8,,,
601,601,6a2d0683-a933-4e06-8910-d2e5193270bd,train,am i speaking to a human? it does not sound like that,p,pos_grammar_00e65f8,,,
602,602,ccc69d8a-cd9c-49dc-954a-8ea7f675977c,train,are you a geek or an actual person?,p,pos_grammar_00e65f8,,,
603,603,6ea1ce3f-1ff3-4dd0-a144-7ede9080d645,train,is this a real life person that i am speaking to?,p,pos_grammar_00e65f8,,,
604,604,5c59d564-821c-41aa-925a-ef4e39c7d0d9,train,am i speaking to a real human being? it does not sound like that,p,pos_grammar_00e65f8,,,
605,605,c52a1a77-254a-4ab1-9c82-8bcf7154223a,train,did you know robots can act and behave like humans? am i talking to a human?,p,pos_grammar_00e65f8,,,
606,606,99c9519e-5a93-471d-a2c1-2ad05c444f52,train,let me know if you are a real human,p,pos_grammar_00e65f8,,,
607,607,e2e905db-26a7-433c-aca0-f5646c81bf62,train,can you tell me if you actually a human?,p,pos_grammar_00e65f8,,,
608,608,7af3602f-4fc6-4d0a-8446-4b5beecffccd,train,are you an actual live person?,p,pos_grammar_00e65f8,,,
609,609,d1844ffd-a412-42bb-a9b1-e3dd522da811,train,am i talking to a person? that didn't make sense,p,pos_grammar_00e65f8,,,
610,610,e9328e4f-d21c-4040-84bb-6de2e8a0ec77,train,are you like real actual person?,p,pos_grammar_00e65f8,,,
611,611,2fad8551-0e36-4ccb-a009-c44f08a07399,train,how do i know if you are an actual persan? that didn't make sense,p,pos_grammar_00e65f8,,,
612,612,03c805a8-97a8-4a9b-a24e-de00e7f63513,train,are you an artificial intelligence because you sound like an ai?,p,pos_grammar_00e65f8,,,
613,613,5ea1db8a-3aef-46a8-a594-35729a45c677,train,are you really a real person or am i talking with a robot,p,pos_grammar_00e65f8,,,
614,614,f8318853-a0b3-4a2e-b0b3-1780baa87fe5,train,am i speaking to a person it does not sound like that?,p,pos_grammar_00e65f8,,,
615,615,4ed022a1-e583-4f49-af26-fa3e85fdba39,train,you seem like a liar. are you not a person?,p,pos_grammar_00e65f8,,,
616,616,ce9e42a6-3102-4bfc-a743-901c46f4b05a,train,is this a person or are you a chatbot?,p,pos_grammar_00e65f8,,,
617,617,56753201-fef6-4136-aa3c-43d5e712d06d,train,let me know if you are a human,p,pos_grammar_00e65f8,,,
618,618,b561a0a2-3546-4589-b82b-f83341dab0d8,train,i evil. you seem like a winner. are you a live person?,p,pos_grammar_00e65f8,,,
